4080,1818,3658,2264,2378,787,198,1818,990,687,2,747,2221,118,511,1460,4032,1406,3080,2750,2516,5,2107,1418,2309,1866,2221,118,120,4060,2139,4163,3091,1199,2378,787,1818,990,687,2,1850,1999,3684,4273,1199,1056,4093,1850,2479,2358,616,4048,3016,3764,1866,1581,2786,1654,2464,2221,118,2556,1432,1467,888,521,279,3067,4163,3441,2464,3324,3970,1432,1467,2952,2718,1460,4081,1876,1926,1432,2372,330,4163,120,4060,2139,410,938,2190,1049,3908,888,3781,1997,1435,1293,1901,1164,946,63,460,3919,3494,3080,2750,1926,2583,2107,1418,2309,511,3775,1866,3080,2750,1406,2114,1460,1087,1693,146,946,3963,1997,2047,1901	1
1454,1363,3573,1640,1171,2849,860,4032,4273,1423,1923,4244,2750,323,3594,955,2998,462,44,897,983,2114,323,2908,3873,3939,4163,2121,936,3497,3338,4269,1866,4305,2479,1087,219,3815,1985,2275,866,4268,650,3987,3971,1406,248,439,3555,4225,1368,1732,1546,587,410,3897,4163,4241,908,2810,3494,460,2082,940,3640,2126,3658,4147,2126,2040,3987,3373,1899,4021,1406,63,464,4163,644,3856,460,2989,1704,3324,1575,2757,2976,2126,572,3806,44,897,3815,1985,3873,3939,1866,3456,2479,2008,44,897,3815,3372,1423,1923,4309,4244,951,3873,3939,4163,3953,139,1654,462,3824,1789,1203,3867,1513,644,1832,2916,2583,3090,4163,1789,1999,139,1654,1443,339,560,358,2090,4225,919,1866	1
3239,1040,2502,1297,795,795,3510,3239,2927,2404,3161,1316,3856,1619,172,3456,1743,1217,1796,578,1109,540,439,738,3259,1672,856,4163,3441,1513,856,4139,4125,2786,3940,1339,2387,4163,4125,2786,4139,3418,1318,1406,1466,508,4273,1139,585,1445,439,3509,2404,1406,1087,3324,1316,3495,2786,1046,2008,1295,687,3752,3971,4163,762,540,439,1295,1397,2047,4163,1967,3181,1513,460,2389,3842,3330,3324,1316,1406,3019,1747,1134,3082,2791,1739,2823,3856,3228,2989,1704,3324,1316,856,4139,1406,470,2778,4163,2601,1797,3463,460,1513,946,856,585,2431,1406,3564,3418,2267,1071,3108,2415,1788,4231,2207,107,4032,2695,278,34,2791,2791	1
1454,1850,4171,1615,772,4130,3594,4032,861,2622,861,2127,3618,650,3735,63,3044,3350,3423,1916,2625,1575,1995,2062,3091,4093,3658,4244,1418,681,1620,1418,2999,1175,1406,687,2,2159,4002,4163,2516,3879,2084,4118,2058,4118,2758,3349,4163,2191,439,2528,2126,772,710,1995,2062,1295,4163,2008,3628,4082,2084,4118,4016,444,4118,460,2514,1866,1199,861,3742,2208,2126,3786,861	0
1454,2100,1087,1859,3418,4244,773,3594,4305,2479,1789,63,330,1693,681,358,587,1689,3396,1139,3456,2479,412,385,2126,1459,1136,2126,2606,387,1865,1866,558,2479,888,2849,2139,2129,3586,88,4163,2126,1465,3653,2221,1306,960,2817,1212,2081,1211,3112,990,3908,1866,2820,2479,4225,3090,1789,63,282,3121,3322,2479,1654,1694,3463,920,2101,4273,2863,2987,30,1797,33,1866,1619,1850,2246,4082,1654,1694,2601,3963,3246,4163,2245,3710,3824,1373,35,1789,1694,1654,1866,2487,2479,2043,1693,2032,2625,3269,4170,486,2208,1295,4118,2479,3269,358,1337,1103,4118,1866,3176,2479,1850,572,3806,2822,4273,1351,18,3269,1797,3701,1006,3148,4118,1866,1850,1916,1406,1087,2100,773,4268,2791,2791,2791,3737	1
3139,1082,810,3963,1087,4399,4268,2207,4032,1672,4259,1203,2750,1087,4399,4268,2100,2126,2619,1276,2750,1087,2082,4132,4268,2619,1295,1276,2750,4147,1087,2082,4132,4268,282,282,2100,3441,899,1727,4163,2086,2126,439,4259,1471,1966,2901,1156,2867,4273,3395,1866,1706,1706,1199,2974,4173,625,172,3660,1351,18,530,4163,2100,2182,1087,2682,650,1400,1926,998,2082,2952,1466,3824,2435,650,1180,888,180,130,4399,1866,1351,18,2062,3324,2327,290,1295,4163,2100,3441,1156,2601,2155,2679,1406,3324,1087,4047,460,2464,2327,4163,3355,92,2100,4048,3441,2082,4238,3686,2234,479,1295,2583,773,4268,1850,290,946,1773,2244,1295,2100,4163,2644,1156,920,2082,3510,795,2232,4279,460,4035	1
4065,1754,1229,2583,1406,3239,622,2440,727,3239,3353,1087,1797,460,2474,2274,1508,4163,3644,18,5,2556,5,2081,248,3806,1956,662,2354,1104,1406,2559,941,3091,2566,1513,4277,3153,470,3681,2194,2082,4273,1406,787,174,4163,3441,1087,2825,1406,4244,2974,3699,1508,2791,3239,3575,1994,2641,3239,1797,1507,460,2474,2274,1508,4163,1789,4188,1406,508,318,1099,2730,4287,990,4163,4332,4332,4249,59,1406,4220,4089,4163,196,196,1406,2149,3941,1211,2194,2082,4273,1406,2047,60,3238,4163,3441,1087,4188,1406,4089,34,2274,1508,1866,662,3239,622,2440,727,3575,1994,2641,2093,3336,3239,4163,2809,2573,1406,4089,34,2274,1508,946,965,4183,2791,1850,1199,622,2440,727,1850,1199,3575,1994,2641	1
3370,2906,4020,799,1929,4000,1850,3425,1929,1850,3794,1436,695,2906,4020,1929,1850,1929,2592,930,1850,3258,2906,1850,3208,1929,4272,3258,3258,1929,3645,4000,1850,3425,273,1436,2592,1929,1850,1802,3645,4272,1850,3208,1929,1850,2592,1436,4272,930,1850,2906,4000,4000,4272,3794,1945,2430,1850,4272,3258,1850,3208,1125,2906,1850,3208,1929,799,1945,1850,495,1850,930,1436,4272,4078,2935,439,3441,1513,1282,2778,1087,3324,460,1620,1177,444,1937,1406,3963,1866,1330,662,3324,1490,2327,2100,1866,2036,2036,198,3393,1549,2602,2665,1010,747	1
1454,3742,1405,586,521,3269,858,894,1682,4118,3594,3742,1405,3586,4081,687,1059,2849,2491,79,3456,795,861,353,2081,557,4163,2246,3970,4073,3330,1406,88,3962,1853,2258,136,131,1406,3901,521,1832,1606,4324,1866,946,2388,1712,4081,3856,1654,3716,521,888,2126,572,4173,3455,1406,3269,3351,4118,2758,230,3078,1866,428,3618,2182,1105,1797,57,3963,2081,1916,4163,946,2388,2182,171,1002,1295,3269,4050,2202,2457,1406,3459,2774,4118,1866,1999,1746,120,2195,2258,136,1406,1087,2258,136,2378,787,946,2348,4034,1406,120,2195,3991,2778,131,1866,1789,3441,330,1654,3962,4050,819,3168,773,4268,4268,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1788,214,2959,4305,1929,558	0
1454,3456,3703,385,4163,8,2119,460,1061,2769,1619,3703,1773,3567,4244,28,1789,460,2339,3971,2127,1406,2663,1654,946,1652,3269,1719,3049,4183,4118,4163,3591,681,3298,4075,880,139,997,1866,955,1916,3628,4244,2750,3707,3707,2822,3971,2127,4273,2062,3287,819,4163,1654,967,290,1466,4163,2035,1087,290,4081,2849,460,2221,3689,2703,2281,3635,1866,3644,4380,4287,1967,4163,1900,2431,888,3228,1967,4319,1866,3594,861,861,861,861,861,861,2479,3701,2791,3269,3628,1797,290,946,1406,2523,2823,2479,1797,290,946,1406,25,3786,1049,3806,662,460,2082,4349,3158,2126,3967,772,4130,2479,2126,3967,2749,3777,2259,3441,4035,3246,2791,4118,1199,1202,2863,85,371,1850,1199,139,3701,738,118,3517	0
1454,1497,661,175,4071,2663,2319,1999,4273,3594,2431,2047,4273,1789,872,2833,2487,214,1678,1203,2055,2663,3678,1211,460,786,3599,4163,128,594,2226,1130,1368,2479,1489,4207,1368,2479,448,180,4305,2018,3456,1619,385,872,2833,1211,1171,4382,246,2663,2319,4163,1061,2758,655,3355,1087,3617,764,2105,2479,2732,588,21,2479,180,389,3115,1866,3824,290,3500,405,1054,4163,1144,1999,572,3806,1087,1789,872,2833,824,3586,2369,3991,1606,1406,3893,1363,4360,4273,4163,1164,1144,1999,738,1175,3703,3176,1619,3456,861,3456,4305,214,3703,214,4305,3456,4163,3766,934,4287,928,4163,3745,681,3004,969,4163,1483,1144,1999,3091,63,4273,3454,4139,2050,1088,1866,1850,3042	0
3324,2245,1739,2823,1797,2082,4273,4163,4050,819,3168,1144,3238,3324,4163,3324,2126,3254,4107,3634,5,4273,2479,4033,1748,3324,1789,2718,1406,4273,1866,3324,3888,3710,1406,4163,2126,2264,1087,460,2082,2126,3104,290,3897,1519,1704,3495,248,4050,1789,3324,2226,4333,1406,4273,1866,1199,2952,2957,3121,3322,374,2715,3745,2215	1
888,946,3963,1295,2791,460,2331,464,1789,4174,4399,2822,976,238,2791,1513,2810,4277,3153,1850,861,1850,1850,1850,1850,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1230,902,973,3208,558,695	0
460,3108,1747,4159,1789,3689,4065,681,1295,460,180,1413,3463,3456,3703,3703,4305,1466,3353,2299,3259,3494,2299,1741,2380,4341,1406,3480,2975,4163,339,2139,1916,2625,3269,1413,2351,1276,1087,1916,1413,3463,3542,2056,2602,2326,946,894,4163,2035,1413,3463,2901,2464,2981,2139,3259,42,2418,2244,955,1087,558,4305,4078,2487,655,3176,2082,4113,1420,2487,4078,3456,2464,1483,3877,4163,281,4113,3149,2207,3574,2820,1678,2468,1866,3239,2244,955,2126,4050,3442,4273,3239,4118,3324,4048,460,2459,4001,476,3644,3463,1406,1413,3463,2095,1620,3745,681,1295,3441,2527,3689,4065,4163,339,2139,1916,1295,460,3446,410,149,296,1406,883,2625,3269,1406,3424,2516,3228,4183,1866,4118	1
955,1916,4080,3049,1087,1363,3573,6,558,125,28,1682,330,2810,1406,3470,2907,2665,1177,2139,460,3049,2546,3686,4163,1732,3049,1575,2601,1797,1295,4163,2569,3090,1467,1513,1305,1466,3437,558,3703,3703,3139,2657,1211,1295,2487,3703,3703,3139,4163,521,1789,1406,3016,2089,4080,3049,1211,863,1866,44,897,42,2418,2194,349,558,3703,3115,4163,2194,3049,2546,3686,4305,3456,2331,2556,136,2405,4163,44,897,1363,3573,1467,1513,6,558,687,3437,3043,2487,3703,3703,3139,136,2405,4163,3470,2907,2665,3710,2194,2331,2556,888,4324,2820,1619,349,3009,596,1049,3806,1789,2546,3686,1366,1654,3091,3112,3437,3684,42,4163,3441,2182,2126,2405,3634,5,908,4188,3330,1113,1866	1
1952,92,1276,2972,3459,883,4163,2825,1916,460,3919,3710,2799,3044,946,63,1406,2999,2047,4163,3856,2862,2825,410,1123,1229,4163,521,1789,3231,1995,1580,1754,3396,3781,4163,2194,3049,248,4050,1797,4273,3238,721,139,4163,4080,3049,2182,1306,2923,1295,3781,2354,2246,2691,1406,460,63,900,2043,4163,662,2825,2799,1211,1295,2573,3467,1508,2501,1406,1607,1789,1866	1
1087,1789,950,1249,2182,1087,1789,1707,2351,1102,946,3172,1207,4268,4268	0
1454,3470,2,3594,3239,795,4272,4020,795,2906,799,4020,4153,170,1453,3239,888,3021,198,1060,1620,1554,747,1850,3970,3091,3239,3456,2315,3485,4305,386,1081,2216,3239,3016,1606,2801,3021,861,861,1850,2682,3062,2139,1789,4089,34,2673,956,2207,2801,3021,1999,3752,2559,198,1297,1440,3654,3668,1788,2315,747,1406,3370,724,4163,1789,198,1060,1620,1554,747,2207,3970,997,2089,1203,445,1406,3456,2315,3485,4305,3330,2062,386,1081,2216,2897,1406,2207,258,1996,428,1543,738,3016,2801,3021,687,2559,198,902,4272,2592,2592,4272,799,4020,1850,3668,1436,3645,747,1866,1654,2642,3370,724,888,3021,198,1060,1620,1554,747,1406,1185,853,3019,888,2139,4163,1678,385,1818,4326,3764,4084,1509,1401,1164,2902,736,3612,3574,1082,1211,3176,1619,172,4305,1087,3782,4158,1177,2732,1866,1199,1738,4032,4089,34,1458	1
1454,296,405,2081,679,1702,1406,3559,2902,1064,3433,4163,2208,1295,3594,1850,2226,2207,4305,3703,1690,1746,4163,2417,2208,1866,4188,3090,1460,4032,2126,3806,4167,4065,4021,1406,3154,290,2537,1655,2506,1350,1406,1613,4324,2114,1460,2831,1508,2264,1866,4188,388,888,1295,1466,508,1406,1620,3149,1866,1655,2506,1350,4048,4163,1164,420,460,1967,461,61,4163,3745,681,4163,2801,1082,460,1967,3044,587,1866,2126,2264,655,4399,4268,2927,1164,3745,681,2791,2791,2791	0
1454,4305,4305,4078,4305,1619,281,2319,1742,3353,3594,1297,1297,6,3517,4089,34,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1230,273,2820,4272,1678,6,3209,3209,258,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1230,1857,2627,3258,2627,924,4089,34,2659,2459,1458,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1230,4231,3370,1297,3654,3425,2793,4273,1694,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,3510,2906,2360,799,3425,3258,1177,1854,45,565,2101,2559,934,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1834,2360,4020,3485,1678,3258,1996,910,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,273,795,3645,1857,2627,902,1999,4399,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,2360,1662,1440,273,273,1996,3477,3478,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1834,4020,1297,2592,4231,695,838,2389,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,2906,3645,2592,695,1297,2502	1
1454,2331,3797,961,4002,3594,1056,1113,2220,2789,2351,4163,1180,2464,2822,1435,4163,1368,955,3424,1228,1866,2750,476,946,131,3937,60,1056,63,1101,2043,4163,2812,1620,3149,2643,3260,4163,1707,1211,2351,1102,128,4081,1831,946,3797,601,2600,1866,1069,1470,1620,167,1406,3583,3051,63,248,1087,3695,1156,4320,1970,587,4268,2837,2837,2837,2837,2837,1997,1204,1901,1199,3010,2750,3121,3322	0
1797,4273,1916,4163,1968,3745,918,1350,1087,1730,1044,1654,1177,1222,431,1406,2816,3172,4163,3319,3228,2132,71,4163,1519,81,2090,1033,509,1406,434,2147,1866,1850	1
1454,3824,390,3640,4326,3594,4305,2479,1916,888,3781,4050,2822,1148,2742,1406,1872,3888,4163,1049,1797,1832,2492,1406,1596,1445,1866,3456,2479,4348,3802,1033,1252,1087,290,1690,1406,4163,2569,3090,2014,2100,1406,4273,2126,3055,3710,1330,4163,2126,2014,2100,1406,4273,585,2126,3055,3710,1330,1866,558,2479,564,2110,2126,2573,1373,1406,4273,4163,1575,1087,2901,2079,2604,3480,4082,521,1832,1730,1044,1046,2008,2354,1104,1693,1415,330,3888,3971,1406,4273,1866,2820,2479,2809,2573,1406,2802,2040,3599,656,3683,2082,3500,2810,2625,460,1087,565,965,2126,2008,3628,819,3168,1406,4163,1471,1087,819,3168,2008,3628,819,3168,1406,1866	1
955,1916,4163,2100,1199,1850,888,3781,1406,4047,558,2082,4273,4080,1466,1619,4078,4305,4050,997,2100,460,3396,3408,1293,2081,1970,2791	1
1454,126,2750,4050,1180,1979,4163,63,2996,3919,3806,710,925,3594,2223,2114,1087,946,1530,3227,911,853,2081,4287,460,4163,946,1530,3227,1529,3157,2207,2047,3416,705,1287,2628,2081,434,2980,2220,200,2769,3456,3703,1203,330,4163,128,1797,838,1690,1530,3227,1866,2081,4277,2556,3456,3703,3703,290,2816,3953,997,1530,3227,2418,2114,339,3644,3087,1866,2081,4277,2556,4163,4081,655,946,1530,3227,586,1632,1144,3663,4163,2126,2264,2245,1797,946,1530,3227,4295,700,3919,4163,1639,1893,1789,2081,4277,2862,2139,3593,3330,1295,2354,339,2055,171,1866,3794,4272,2906,3586,3500,2143,2159,1850,3480,3090,460,1900,819,3168,1406,1530,3227,2208,2208,3542,363,2538,1352,4083,4083,1406,894,1866,1997,1530,3227,1901	0
3083,3683,180,3269,180,872,1533,1597,2833,3021,2730,4050,4118,2849,2319,2791,3872,3710,4268,2791,1529,4139,946,3479,3655,4163,3176,2758,1693,4254,363,4305,1619,3703,3703,3703,3115,1706,1227,3479,1198,717,79,4163,1180,2464,3408,4033,1797,918,1797,4268,3176,2018,3456,214,385,2207,2237,4305,3456,172,3703,3703,2862,4163,1900,3710,2100,3246,1211,3856,1967,3683,3701,2625,4305,2479,2999,637,1199,1597,2833,1529,4139,946,3479,3655,1850,3276,1199,1597,2833,1846,622,1850,1139,3456,2479,3745,681,3228,1996,428,762,1199,1850,85,3108,2431,1744,4163,1575,1797,1467,4050,540,3456,214,385,180,872,1533,1730,1044,1124,2682,3021,2730,4050,2849,2319,3456,180,3496,2791	1
1363,3573,1208,4048,1696,4163,3622,3652,103,2791,1997,1826,1901,1850,1199,946,650,1620,4110,2205,1850,1199,938,1732,1996,428,1850,1199,2035,4301,1850,1199,1390,2088,1850,1199,1363,3573,1166,2750,1850,1199,3656,1205,3781,1772,131,1850	0
1454,946,4235,135,1770,4273,4268,3594,955,1694,1744,4223,780,4163,4080,3049,2207,2237,4163,2713,1009,941,301,1406,4235,1770,135,1295,460,2082,4273,4163,1114,3083,4341,21,1203,2114,1866,2126,2510,1171,2209,1087,219,1797,4273,1683,4235,2310,1443,4016,3418,4163,2516,3879,1185,853,4125,1832,4163,439,2331,2047,1295,1866	0
1454,2110,1295,2791,2101,2750,1132,3355,4273,612,2319,2207,1619,3703,3703,3139,1850,3011,2319,4273,2207,214,3703,3703,3139,3594,946,34,3941,4305,3456,4305,2820,2487,863,3479,1086,2320,2713,1029,2207,888,3683,2082,946,835,2897,1619,3703,3703,3139,3091,214,3703,3703,3139,1543,1866,3441,3683,180,2709,2319,888,2354,2089,460,1157,2709,28,3701,4163,2862,2139,888,2319,2556,990,1900,610,4305,2820,567,1866,3228,2862,4273,4048,104,104,3689,2775,4163,3154,1797,2792,2985,1087,460,4273,644,2207,1866,439,1999,521,2226,2381,2989,1295,421,60,2625,1619,3703,3703,3139,439,1999,1087,3269,3678,4118,1295,214,3703,3703,3139,439,1999,2126,3710,1406,2709,2319,644,2207,1866,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1230,3814,1040,973,3703,2360,1850,786,2159,1694,1850,1850	1
3239,2713,1009,1282,2816,3877,988,3239,3222,4140,330,271,4163,460,2082,3399,1334,1872,4202,3399,1334,87,1552,3399,1334,3755,2559,1406,63,2996,4163,2901,330,1797,3043,2758,2020,3998,1406,1141,2220,2479,4378,139,1406,1287,522,2479,2822,4341,21,1964,4239,2090,1406,2025,764,4404,1406,2732,3010,3893,1960,2479,460,2823,3644,269,1406,1338,2738,1655,1721,2479,3043,3416,2225,414,1406,3515,2033,1312,2479,3742,2726,1719,186,1406,707,1059,1866,1199,2713,1009,1282,2816,1850,564,2047,3865,3939,3222,4140,330,271,3456,385,2816,3877,988,4163,4167,363,2583,2816,258,1956,248,1797,1295,4163,3158,4163,3806,1102,1483,1211,2100,773,4268,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,273,2592,1662,3336,3176	1
1454,2513,4148,2975,3764,4159,1406,1665,4089,2791,142,3912,385,3912,198,2965,1301,747,1180,3781,1668,3594,860,360,2159,4002,4163,142,3912,198,2965,1301,747,1175,2727,1406,3372,1606,4273,2220,404,861,568,2957,1797,587,710,3512,3441,460,1175,2727,4163,616,3021,3276,2989,1707,2556,990,2182,2275,3919,1866,3228,860,4163,1581,2125,2125,918,1739,1999,3021,1406,385,3912,687,1606,198,2965,1301,2625,3495,120,1406,2989,1704,747,3970,2786,4080,1466,2487,2018,3456,214,385,1654,2176,1866,1407,1552,2625,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,214,2592,2360,2502,3517,2502,973,1850,264,3049,1575,1087,282,2513,4148,2975,1406,2431,2556,2608,1024,2791	1
3456,3456,1773,1620,385,278,34,2791,2715,44,385,1113,2556,990,3781,2405,1406,2215,1997,30,2100,1901,1997,30,2100,1901,1199,448,1318,4085,1350,1850,1021,2962,1620,385,1021,1545,2557,1511,2349,2791,2864,3624,1074,1749,2660,2924,2969,1126,1110,2811,2897,1850,931,427,4101,1543,3421	1
681,4032,3897,4216,4268,2625,1164,1102,1116,3745,681,2430,3061,909,2207,4032,1406,3231,1995,172,1850,4080,3049,4147,3683,2082,2207,3479,200,3161,3154,2758,4050,1406,4273,3781,3324,4048,3441,330,275,1132,1295,4305,3139,290,3115,1406,1991,2470,1194,4324,4163,2035,3710,1980,3324,4048,2989,1619,3139,290,3115,1406,681,2319,1866,3324,4048,2715,3330,248,3372,1194,460,4026,2215,2601,1797,2024,2008,4163,120,3879,1581,3327,796,3658,1459,460,63,1194,4078,4078,4078,1850,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,6,2959,353,1230,902,3485,1850,2715,4082,2084,687,4146,1979,1996,428,3991,611,681,1004,1850,273,930,930,2093,172,1706,1706,930,4078,3425,799,1706,1857,1788,2959,3654,2906,4272,3425,2215	0
